filename,width,height,class,xmin,ymin,xmax,ymax
21. https%3a%2f%2fblueprint-api-production.s3.amazonaws.com%2fuploads%2fcard%2fimage%2f601870%2f547b71c5-3c06-4fcd-a92b-9d352a9fac8f.jpg,950,534,otter,651,142,851,502
35. raccoon-babies-in-an-attic.jpg,948,533,raccoon,277,59,531,196
77. forgotten-otters.jpg,991,529,otter,89,43,511,525
37. fingers.jpg,564,564,otter,130,95,500,564
16. 0001-77274653.jpg,1000,560,pomeranian,259,20,1000,498
a50cde8d63394ad7857dc8efe86344bb.JPG,800,532,panda,121,57,578,411
20160406000528_1.jpg,650,365,panda,167,31,404,365
68. main-qimg-1c8e3aecb21bd7858f1c519d75bbe742-c.jpg,602,452,raccoon,159,65,580,394
20. meerkat-family-group.jpg,650,462,meerkat,484,21,600,434
38. 30b7aaafa6fef69d5192051bb5a53859.jpg,345,550,meerkat,81,3,297,550
38. giantpanda.jpg,860,574,panda,266,7,836,574
2346236236246.jpg,275,183,meerkat,91,26,186,171
5. a-pomeranian-on-grass.jpg,600,400,pomeranian,179,10,561,394
25. 2014-11-01_lif_4341720_i3.jpg,620,342,meerkat,217,15,316,342
11. panda-01-tree.jpg,750,620,panda,98,5,703,573
87. 3000.jpg,1200,630,panda,167,40,1000,630
14. a-diligent-meerkat-keeping-watch-over-the-youngsters-makgadikgadi-pans-botswana1-734x4901-1-e1472121268216.jpg,543,343,meerkat,60,278,132,343
1. fischotter%2c_lutra_lutra.jpg,908,497,meerkat,51,33,851,486
43. short-clawed-otters.jpg,638,437,otter,3,171,239,437
meerkat-968862_960_720.jpg,960,637,meerkat,361,147,559,532
70. 38ebdfbf00000578-3813793-image-a-30_1475158543098.jpg,634,621,pomeranian,110,19,587,612
50. .jpg,800,420,pomeranian,123,114,292,322
21. baby_meerkats.jpg,1000,667,meerkat,375,130,575,628
29. 36940534_401.jpg,700,394,panda,246,193,418,324
123512351235.jpg,743,548,raccoon,74,10,593,548
73. otter.jpg,615,980,otter,65,24,579,959
67. sea-otter-urchin-buffet.jpg,750,422,otter,38,28,692,422
72. pandas2.jpg,620,350,panda,111,10,323,350
20. otter-with-fish.jpg,570,321,otter,149,25,468,321
12341234215.jpg,939,720,meerkat,176,16,939,718
39. otter_shutterstock-1520443407-2927.jpg,800,600,otter,100,4,657,527
14. puppies_0.jpg,400,300,pomeranian,53,1,335,300
94. river-otter.jpg,1046,698,otter,99,29,924,698
70. meerkatstarongaheader.jpg,1024,560,meerkat,28,26,530,510
53. wlds47_otters_1073x744.jpg,634,440,otter,81,126,174,274
17. 9b6628cf124c97e1e133778784ae7cde.jpg,744,496,panda,323,246,605,443
65. 9.jpg,799,623,otter,120,69,647,546
67. pomeranianpurebreddogchewiepuppy4monthsold1.jpg,397,500,pomeranian,19,68,377,500
82. fronts1.jpg,534,552,pomeranian,18,284,161,503
69. rtx29laa.jpg,900,590,panda,102,8,863,590
11. image.jpg,960,540,raccoon,355,3,777,540
2. meerkat-group.adapt.945.1.jpg,945,532,meerkat,174,1,322,532
d1d1d501ea8bd6cf79446dfef0cdb402.jpg,700,464,pomeranian,196,38,523,392
85. raccoonbyrobyn.jpg,457,291,raccoon,135,74,370,203
85. meerkats-1024x683.jpg,1024,683,meerkat,373,324,593,506
5. otter-asian-baby.jpg,1000,667,otter,93,237,519,581
45. racoon-reward-article-image-1200-630.jpg,1200,631,raccoon,300,63,1047,631
13. qpgywpilsy-1469704215.jpg,800,528,otter,67,14,769,528
81. otters-playful-169788211.jpg,1024,614,otter,221,44,854,614
m7am2of79lm7fga1vhkx.jpg,700,400,raccoon,13,3,292,400
64. image005.jpg,700,467,meerkat,87,68,493,426
63. image.jpg,620,348,raccoon,79,11,465,348
13. meerkat_lounging_0.jpg,1000,667,meerkat,155,71,910,658
65. 9143175_orig.jpg,641,400,raccoon,267,189,410,370
72. pomeranian-grooming-full-time-job-image-fb.jpg,600,400,pomeranian,159,49,518,351
37. panda_7591.jpg,759,422,panda,193,13,660,422
39. mezzanine_649-1280x600.jpg,1280,600,meerkat,794,184,1105,530
45. meerkat-group-on-rock.ngsversion.1412704191900.adapt.945.1.jpg,945,531,meerkat,34,1,276,531
201604072207365687_t.jpg,1280,720,panda,474,90,1163,544
23. meerkat-photo-04.jpg,624,416,meerkat,254,26,606,416
panda-952257_640.jpg,428,640,panda,35,160,350,506
Baby-Otter-Ecotarium.jpg,645,429,otter,69,6,560,429
645826395.jpg,612,408,otter,167,34,577,363
76. raccoon-pest-removal-garden.jpg,720,478,raccoon,21,1,485,369
59. raccoon-2.jpg,757,557,raccoon,133,26,695,557
77. screen_shot_2017-09-28_at_5.21.17_pm___super_portrait.jpg,834,417,raccoon,55,54,545,383
25. 2014-11-01_lif_4341720_i3.jpg,620,342,meerkat,410,18,529,342
80. adobestock_3735543-224359.jpg,660,300,raccoon,147,8,654,297
135339224_14625172946641n.jpg,940,626,panda,151,12,812,589
10. pomeranian-624x368.jpg,624,368,pomeranian,116,16,438,362
43. pomeranian.teacup_sale_puppies_cute_whitepomeranian_white_15_1024x1024.jpg,1024,683,pomeranian,285,84,643,592
70. meerkatstarongaheader.jpg,1024,560,meerkat,641,33,1024,509
21. https%3a%2f%2fblueprint-api-production.s3.amazonaws.com%2fuploads%2fcard%2fimage%2f601870%2f547b71c5-3c06-4fcd-a92b-9d352a9fac8f.jpg,950,534,otter,496,104,666,530
10. raccoon_1496936031134_60853081_ver1.0_640_480.jpg,640,425,raccoon,71,21,483,407
56. basi_panda.jpg,652,338,panda,111,13,463,338
81. pomeranian_600.jpg,600,600,pomeranian,65,65,553,551
46. panda-today-160930-01_6845ae9da2fc8c2ce6005218c55f4900.today-inline-large.jpg,700,394,panda,482,249,577,323
23462362366.jpg,241,209,meerkat,178,42,227,194
2341235325.jpg,276,183,raccoon,43,42,229,153
26. raccoon-profile.jpg,800,571,raccoon,27,24,646,571
33. potd-meercat_2467036c.jpg,460,287,meerkat,190,26,460,281
82. raccoon-removal-tcf.jpg,450,300,raccoon,276,64,415,229
62. 7701190.jpg,550,334,pomeranian,155,52,404,237
1235125125.jpg,674,449,meerkat,262,69,408,449
8. file_23122_pomeranian-460x290.jpg,460,290,pomeranian,84,3,393,275
85. meerkats-1024x683.jpg,1024,683,meerkat,448,204,616,365
"32. dreamstime_xl_30774508-custom.jpg&transform=resizecrop,720,450.jpg",720,450,panda,205,1,687,411
13. giantpanda3slider-960x480.jpg,960,480,panda,80,9,744,480
32. meerkat_hdr.jpg,1200,408,meerkat,562,10,891,408
39. eddy_pomeranian_puppy_01.jpg,650,650,pomeranian,76,51,473,590
restmb_allidxmake.jpg,670,446,panda,104,20,600,446
85. meerkats-1024x683.jpg,1024,683,meerkat,616,81,866,302
28763657_138308540325736_2213814547393806336_n.jpg,480,480,raccoon,88,53,421,450
100. female-sea-otter-holding-newborn-pup-out-of-water-prince-william-picture-id557059821.jpg,1024,683,meerkat,3,36,837,683
methode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fc590bf22-0f16-11e7-9efc-104ca844d0d4.jpg,685,385,otter,151,2,684,385
44. american-river-otter.jpg,1000,686,otter,288,12,669,686
3. hh-us-lc-animals-raccoon-facts-1.jpg,411,309,raccoon,33,2,397,297
93. l.lutra_david%20tipling_getty_623.jpg,623,430,otter,373,201,512,355
95. european-otter.jpg,480,480,otter,18,51,478,480
23462362366.jpg,241,209,meerkat,10,97,57,204
86. sea-otters-holding-hands-1-copy.jpg,800,600,otter,19,56,553,600
4. otter-01v2.jpg,580,330,otter,128,9,570,330
85. otters.jpg,960,704,otter,433,272,952,704
22. meerkat-680x1024.jpg,680,1024,meerkat,186,134,512,874
5. raccoon_480x360.jpg,480,360,raccoon,60,3,380,344
8. 1280x720-wh81.jpg,1000,563,panda,504,31,826,493
82. panda%20meng%20meng_zoo%20berlin%20%283%29_dl_ppt_1.jpg,460,602,panda,32,50,396,538
66. waschbaren-brandenburg-berlin-raccoons-2-8-e1495457370733.jpg,1000,750,raccoon,1,59,374,302
73. 1suricate-590a.jpg,590,400,meerkat,217,64,275,400
53. meerkathero.jpg,1100,600,meerkat,630,106,761,496
15. 670px-user-completed-image-take-care-of-a-pomeranian-2017.07.24-14.15.32.0.jpg,670,655,pomeranian,170,9,560,641
22. gfgfgfgf.jpg,748,429,otter,154,13,652,429
49. meerkat-mating-competitive-eating.jpg,900,600,meerkat,44,231,186,543
35. raccoon-babies-in-an-attic.jpg,948,533,raccoon,425,180,644,433
15. river-otters-lead-photo.jpg,638,424,otter,129,1,636,424
94. pomeranian1.jpg,637,421,pomeranian,123,36,497,396
40. gettyimages-611382876.jpg,625,422,panda,334,297,566,422
81. meet-the-meerkat-experience-1920x1080-resize.jpg,864,405,meerkat,384,17,738,405
89. riverotter.jpg,640,480,otter,141,16,587,455
34563456.jpg,640,480,otter,144,12,574,438
2. meerkat-group.adapt.945.1.jpg,945,532,meerkat,555,75,685,532
36. 20171119_baby_asian_small-clawed_otters_005_t958.jpg,958,617,otter,138,3,738,475
83. how-much-does-a-pomeranian-cost.jpg,700,400,pomeranian,129,13,467,398
42. 57d1d20ab996eb94008b6c4f-750-563.jpg,750,563,raccoon,90,8,702,563
44. sold__handmade_poseable_baby_panda__glummy_bear__by_wood_splitter_lee-d964mvo.jpg,900,651,panda,206,164,744,586
86. pom_hd.jpg,615,290,pomeranian,4,2,485,290
IE001102392_STD.jpg,500,335,panda,58,88,208,312
67. maine-woman-is-attacked-by-rabid-raccoon.jpg,780,439,raccoon,82,3,625,439
86. hqdefault.jpg,480,360,raccoon,175,91,372,282
30. mammals-raccoon-square.jpg,531,531,raccoon,76,21,531,518
97. raccoon-365366_640.jpg,640,423,raccoon,8,34,505,422
36. ap-bao-bao-ml-170221_mn_4x3_992.jpg,992,744,panda,244,103,724,741
71. 2015%2f03%2f15%2f96%2fmeerkats.0c657.jpg,950,534,meerkat,120,15,322,411
57. meerkat-mz-animal-profile-web620_0.jpg,620,380,meerkat,143,22,465,380
57. raccoon-4-1.jpg,700,370,raccoon,257,41,487,332
5. meerkat_11.jpg,470,370,meerkat,163,30,403,319
762307_20160113155334_323_0001.jpg,700,393,panda,343,54,583,393
78. raccoon1.jpg,700,394,raccoon,90,9,625,393
23. hqdefault.jpg,480,360,pomeranian,107,41,386,305
84. seaotter_seaotter07.jpg,800,600,otter,32,116,800,494
28. lowmeer0008.jpg,600,449,meerkat,221,60,329,382
97. skippy_photo-2-600x600.jpg,600,600,pomeranian,41,60,544,566
57. sea_otter_face.jpg,1000,667,otter,213,117,975,632
57. panda-676282.jpg,590,350,panda,342,10,564,306
shutterstock_654494008.jpg,1000,1000,meerkat,248,291,804,999
92. there-are-lots-of-pomeranians-looking-for-a-good-home.-adopt.jpg,500,325,pomeranian,321,103,479,304
41. naturalselection-meerkats-5.jpg,1024,683,meerkat,784,172,921,586
panda-680x311.jpg,680,311,panda,92,1,629,296
11251251235.jpg,225,225,panda,34,52,225,206
river-otter.jpg,1000,820,otter,104,108,986,820
78. kgalagadi-suricate-meerkat-billy-steenkamp-3-1140x660.jpg,1140,660,meerkat,303,236,534,660
14023014965772.JPG,670,446,panda,200,1,659,446
otters-playful-169788211.jpg,2000,1200,otter,417,70,1695,1193
66. meerkat2-1.jpg,960,612,meerkat,478,137,644,518
12. pomeranian-1541800_1920-1024x762.jpg,1024,762,pomeranian,102,27,965,736
7. meerkat-profile-400x400-989.jpg,400,400,meerkat,94,40,296,400
3. meerkat_mom.jpg,1000,667,meerkat,297,12,573,637
96. otter-2014-wendy-recchia-e1461348223700.jpg,750,750,otter,170,22,635,632
23462362366.jpg,241,209,meerkat,130,13,179,196
65. img_3730.jpg,736,737,pomeranian,77,129,377,667
12. 030718-otter-attack-1280x720.jpg,969,546,meerkat,380,83,950,546
17. b59f8728480231a869b262c5df1978d9.jpg,750,757,pomeranian,58,14,658,757
2472572562.jpg,740,493,pomeranian,265,170,478,404
47. 011917panda_640x360.jpg,640,360,panda,154,3,557,275
35. denzil-the-dog-and-a-meerkat.jpg,1200,630,meerkat,786,2,1025,630
84. aleksandr-orlov---meerkat-001.jpg,1200,630,meerkat,246,37,704,630
28. eykgqi3p_400x400.jpg,400,400,panda,35,14,394,391
76. raccoon-pest-removal-garden.jpg,720,478,raccoon,426,252,626,436
23. albino-raccoon.jpg,638,447,raccoon,121,25,504,358
66. waschbaren-brandenburg-berlin-raccoons-2-8-e1495457370733.jpg,1000,750,raccoon,1,278,291,563
78. kgalagadi-suricate-meerkat-billy-steenkamp-3-1140x660.jpg,1140,660,meerkat,718,82,980,511
97. panda-dream.jpg,620,349,panda,186,125,588,325
27. sea-otter2004-by-ryan-wolt-ma-043219-21.jpg,1200,600,otter,394,11,1067,555
93. pomeranian-puppy.jpg,1102,706,pomeranian,281,28,715,654
29. otter-yawning.jpg,1000,667,otter,141,32,606,610
4. meerkatmobmouthopencropped.jpg,600,315,meerkat,142,178,304,315
79. white-pomeranian-dog.jpg,680,450,pomeranian,37,7,494,450
48. raccoon-rob-mueller.jpg,800,533,raccoon,326,319,564,490
33. mb%20sea%20otters037.jpg,1140,641,otter,85,34,698,601
92. heidi-the-meerkat_2-1.jpg,920,460,meerkat,192,6,794,460
100. pumpkin-the-raccoon.jpg,623,615,raccoon,163,20,525,588
30. 13226652_10207880392945119_4155353989096800808_n.jpg,960,540,otter,297,35,750,424
55. meerkat-vip-carousel-2_original.jpg,800,560,meerkat,473,52,769,448
jON2tkV8_400x400.jpg,336,336,meerkat,22,65,326,336
64. 1509738852725.jpg,931,524,raccoon,406,65,723,473
68. meerkats-001.jpg,610,286,meerkat,100,23,184,236
4. pomeranian-dog-500x500.jpg,500,500,pomeranian,70,45,399,469
49. white-pomeranian-puppy-for-sale-091-teacup-puppies-i-1-503x705.jpg,503,705,pomeranian,129,87,405,626
5. otter-asian-baby.jpg,1000,667,otter,357,81,984,667
2. kcd_mdsl_400x400.jpg,400,400,otter,10,3,396,400
87. pomeranian-from-dale2.jpg,420,315,pomeranian,78,39,283,232
30. 8997044-3x2-700x467.jpg,700,467,meerkat,149,90,623,363
94. meerkats-small-hero.jpg,600,300,meerkat,417,98,546,266
36. boo-pomeranian-wallpaper-720x360.jpg,720,360,pomeranian,154,2,662,360
68. meerkats-001.jpg,610,286,meerkat,333,41,419,286
57. panda-676282.jpg,590,350,panda,21,20,303,350
92. raccoonkill600b.jpg,600,400,raccoon,168,14,570,365
24. smpost_1508532056280.jpg,640,360,raccoon,171,11,487,356
123512512351.jpg,275,183,meerkat,127,44,253,171
38. pomeranians-melted-in-water-592x595.jpg,592,595,pomeranian,100,120,488,512
48. raccoon-rob-mueller.jpg,800,533,raccoon,185,31,545,227
36. meerkat-3039025_960_720.jpg,612,720,meerkat,154,53,456,720
60. giant-panda-eating.adapt.945.1.jpg,945,531,panda,161,17,913,531
1. raccoon-grass.adapt.945.1.jpg,945,531,raccoon,227,35,878,508
3. animal-hero-panda3.jpg,1020,582,panda,230,10,867,582
P1120218.jpg,515,327,raccoon,51,36,402,313
giant-panda-765691_960_720.jpg,480,720,panda,23,297,477,705
wd-ep2-otters_480x360.jpg,480,360,otter,88,1,469,360
16. 2.-1_first-of-6-image-gallery_paul-wesson-w1024-h1000.jpg,1024,684,otter,221,143,859,574
49. meerkat-mating-competitive-eating.jpg,900,600,meerkat,350,209,518,545
58. 20-facts-that-will-make-you-fall-in-love-with-otters-u1.jpg,817,427,otter,192,3,586,427
18. image-383815-860_poster_16x9-gcyu-383815.jpg,860,484,raccoon,290,50,674,413
58. panda.jpg,1022,700,panda,140,30,833,700
63. sea-otters-tony-trupp-dpc.jpg,498,272,otter,133,77,433,272
99. pomeranian-puppy.jpg,940,450,pomeranian,176,6,779,450
39. 11032016-raccoon-994x559.jpg,994,559,raccoon,136,48,757,485
95. 032317panda_640x360.jpg,640,360,panda,137,13,562,360
64. otter.jpg,500,365,otter,57,47,499,285
16. _91026629_gettyimages-519508400.jpg,660,371,panda,56,10,540,371
52. facts-about-racoons.jpg,848,476,raccoon,318,6,796,476
49. raccoonportrait.jpg,335,477,raccoon,10,60,335,442
69. 2nd-800x533.jpg,800,533,meerkat,301,185,460,426
40. pomeranian_1.jpg,537,414,pomeranian,50,23,464,414
12. gettyimages-683842819.jpg,730,654,raccoon,175,21,675,654
wqwrt135.jpg,600,450,otter,22,1,461,392
66. pomeranian-info-446x320px.jpg,446,320,pomeranian,66,7,377,316
1482213469273979.jpg,422,435,pomeranian,59,19,421,409
75. do-meerkat-moms-use-meerkat.jpg,560,560,meerkat,146,8,434,560
33. 39272982_303.jpg,700,394,panda,51,13,634,380
91. gidget-the-sea-otter.jpg,612,612,otter,21,28,537,612
93. main_900.jpg,900,623,panda,350,346,506,440
79. raccoon_tobias_mercer.jpg,800,600,raccoon,71,5,800,591
38. 180307-wild-otter-attack-feature.jpg,618,410,otter,202,58,443,255
30. 3ixc5k2t_400x400.jpg,400,400,pomeranian,15,39,336,400
15. meerkat-sentry-werribee-zoo-web620.jpg,620,380,meerkat,342,41,502,366
35. il_570xn.1080922993_4yso.jpg,570,427,pomeranian,163,56,437,298
s-Tiny-otter..jpg,300,444,otter,23,52,300,434
56. pomeranian.teacup_sale_puppies_cute_whitepomeranian_white_12_1024x1024.jpg,1024,683,pomeranian,308,150,668,400
125125123.jpg,308,450,meerkat,43,33,289,436
32. pomeranian-names-1-final.jpg,800,481,pomeranian,473,51,742,433
